excel_dataset_id,category,provider,name,description,url,data_type,data_items,public_status,format,access_notes,inferred_temporal_type,inferred_geo_type,usable_status,sheet_name,source_row
国土交通省_津波ハザードマップ,津波関連【津波防災】,国土交通省,津波ハザードマップ,重ねるハザードマップ（浸水想定区域や道路情報、危険箇所などを地図や写真に重ねてシームレスに閲覧できます。）とわがまちハザードマップ（各市町村が作成したハザードマップへリンクします。地域ごとの様々な種類のハザードマップを閲覧できます。）を閲覧できます。,http://disaportal.gsi.go.jp/,,,,,,static_spatial,mesh,static_only,データ詳細,60
海上保安庁_津波防災情報図,津波関連【津波防災】,海上保安庁,津波防災情報図,将来発生が懸念される東海地震、東南海・南海地震、南海トラフの巨大地震などの断層モデル（津波断層モデル）を対象として津波シミュレーションを実施し、海域における津波の挙動を示した津波防災情報と、これをまとめた津波防災情報図を整備しています。,http://www1.kaiho.mlit.go.jp/KAIYO/tsunami/index.html,,,,,,unknown,unknown,probe_only,データ詳細,61
産業技術総合研究所_津波堆積物データベース,津波関連【津波痕跡・堆積物】,産業技術総合研究所,津波堆積物データベース,産業技術総合研究所地質調査総合センターが行った津波堆積物調査の結果（柱状堆積物試料等の情報）を公表しています。,https://gbank.gsj.jp/tsunami_deposit_db/,,,,,,static_spatial,unknown,static_only,データ詳細,62
東北大学_津波痕跡データベース,津波関連【津波痕跡・堆積物】,東北大学,津波痕跡データベース,,https://irides.tohoku.ac.jp/publication/database/tsunami-db.html,,,,,,unknown,unknown,probe_only,データ詳細,63
国土交通省_津波被害_津波石碑情報アーカイブ,津波関連【津波痕跡・堆積物】,国土交通省,津波被害・津波石碑情報アーカイブ,津波の浸水範囲や石碑等の津波史跡、街道の道路位置等の資料を調査、収集し、デジタルデータに整理しています。,http://www.thr.mlit.go.jp/road/sekihijouhou/,,,,,,unknown,point,probe_only,データ詳細,64
東北地方太平洋沖地震津波合同調査グループ,津波関連【津波痕跡・堆積物】,,東北地方太平洋沖地震津波合同調査グループ,,http://www.coastal.jp/ttjt/,,,,,,unknown,unknown,probe_only,データ詳細,65
地震調査研究推進本部_主要活断層帯,活断層関連【活断層評価】,地震調査研究推進本部,主要活断層帯,全国の主要活断層帯の長期評価結果（地震の規模や一定期間内に地震が発生する確率等）を公表しています。,https://www.jishin.go.jp/evaluation/long_term_evaluation/major_active_fault/,,,,,,static_spatial,polygon,static_only,データ詳細,66
地震調査研究推進本部_地域評価,活断層関連【活断層評価】,地震調査研究推進本部,地域評価,陸域及び沿岸海域に分布し、Ｍ６．８以上の地震を引き起こす可能性のある活断層について、対象とする地域ごとに総合的に評価した結果です。,https://www.jishin.go.jp/evaluation/long_term_evaluation/regional_evaluation/,,,,,,static_spatial,polygon,static_only,データ詳細,67
地震調査研究推進本部_震源断層を特定した地震,活断層関連【活断層評価】,地震調査研究推進本部,震源断層を特定した地震,主要断層帯など、地震本部の長期評価結果を基に、想定される地震が発生した場合に周辺地域に生じる強い揺れを予測した評価結果です。,https://www.jishin.go.jp/evaluation/strong_motion/,,,,,,static_spatial,point,static_only,データ詳細,68
防災科学技術研究所_J_SHIS_地震ハザードステーション,活断層関連【活断層評価】,防災科学技術研究所,J-SHIS 地震ハザードステーション,地震本部で長期評価を行っている主要活断層帯の位置を地図上で確認できます。,https://www.j-shis.bosai.go.jp/,,,,,,static_spatial,point,static_only,データ詳細,69
国土地理院_活断層図_都市圏活断層図,活断層関連【活断層調査】,国土地理院,活断層図（都市圏活断層図）,全国の主要な活断層帯を対象に、活断層の位置や地形分類を表示することができます。,http://www.gsi.go.jp/bousaichiri/active_fault.html,,,,,,static_spatial,point,static_only,データ詳細,70
産業技術総合研究所_活断層データベース,活断層関連【活断層調査】,産業技術総合研究所,活断層データベース,産業技術総合研究所地質調査総合センターが取りまとめた、日本全国の活断層（活動セグメント）の分布とそのパラメータ、日本の活断層に関係する文献の書誌データ、文献から採録された調査地点ごとの調査結果データ、地下数十キロメートルまでの地下構造データをご覧いただけます。,https://gbank.gsj.jp/activefault/index_gmap.html,,,,,,static_spatial,polygon,static_only,データ詳細,71
地震調査研究推進本部_重点的調査観測_H17,活断層関連【活断層調査】,地震調査研究推進本部,重点的調査観測（H17-）,将来地震が発生した場合に予想される地震の規模が大きく（マグニチュード８程度を目安とする）、地震の発生確率が高いとされた主要活断層帯に対して重点的な調査観測を行っています。,https://www.jishin.go.jp/database/project_report/,,,,,,static_spatial,polygon,static_only,データ詳細,72
地震調査研究推進本部_活断層の追加_補完調査_H17,活断層関連【活断層調査】,地震調査研究推進本部,活断層の追加・補完調査（H17-）,地震本部が評価する陸域の活断層帯について、研究機関に委託し、これらの追加調査、補完調査を行っています。,https://www.jishin.go.jp/database/project_report/tsuika_hokan/,,,,,,static_spatial,polygon,static_only,データ詳細,73
地震調査研究推進本部_沿岸海域における活断層調査_H21,活断層関連【活断層調査】,地震調査研究推進本部,沿岸海域における活断層調査（H21-）,地震本部が評価する主要活断層帯の海域延長部について、研究機関に委託して、これらの調査を行っています。,https://www.jishin.go.jp/database/project_report/engankaiiki/,,,,,,static_spatial,polygon,static_only,データ詳細,74
地震調査研究推進本部_地域評価のための活断層調査_H25,活断層関連【活断層調査】,地震調査研究推進本部,地域評価のための活断層調査（H25-）,「活断層の地域評価」で新たに評価の対象となった短い活断層のうち、断層の位置・形状や活動履歴等に関する情報が十分ではない活断層を対象として、調査を行っています。,https://www.jishin.go.jp/database/project_report/chiiki_chousa/,,,,,,static_spatial,point,static_only,データ詳細,75
地震調査研究推進本部_交付金による活断層調査_H7_16,活断層関連【活断層調査】,地震調査研究推進本部,交付金による活断層調査（H7-16）,地方公共団体が、地域にある地震本部が評価の対象とした活断層の調査を、文部科学省の交付金により実施した結果です。,https://www.jishin.go.jp/database/project_report/chousakansoku02danso/,,,,,,static_spatial,polygon,static_only,データ詳細,76
海上保安庁_海域活断層域を含む沿岸調査及びその成果,活断層関連【活断層調査】,海上保安庁,海域活断層域を含む沿岸調査及びその成果,海上保安庁では、東京湾、大阪湾、伊勢湾の三大湾を皮切りに我が国沿岸域の活断層調査（地形、地質構造等）を実施し、その成果を公開しています。,http://www1.kaiho.mlit.go.jp/KAIYO/FAULTS/main.html,,,,,,static_spatial,polygon,static_only,データ詳細,77
地震調査研究推進本部_海域における断層情報総合評価プロジェクト_H25,活断層関連【海域断層】,地震調査研究推進本部,海域における断層情報総合評価プロジェクト （H25-）,これまでデータが十分でなかった海域活断層に関する情報を、所有する複数の機関から収集することによって、地震本部の評価に使用する海域断層データベースを作成しています。,https://www.jishin.go.jp/database/project_report/kaiiki/,,,,,,static_spatial,polygon,static_only,データ詳細,78
地震調査研究推進本部_地震本部での評価に用いた地下構造モデル,地下構造関連,地震調査研究推進本部,地震本部での評価に用いた地下構造モデル,震源断層を特定した地震動予測地図や長周期地震動予測地図の評価を行うために作成された地下構造モデルをまとめています。それぞれのモデルの説明ページよりモデルデータをダウンロードできます。,https://www.jishin.go.jp/evaluation/seismic_hazard_map/underground_model/,,,,,,static_spatial,point,static_only,データ詳細,79
防災科学技術研究所_J_SHIS_地震ハザードステーション,地下構造関連,防災科学技術研究所,J-SHIS 地震ハザードステーション,地図データ、計算に係るパラメータ、断層座標データ、波形データ、表層地盤、深部地盤等のデータをダウンロードできます。,https://www.j-shis.bosai.go.jp/,,,,,,waveform,mesh,requires_manual_download,データ詳細,80
防災科学技術研究所_地形_地盤分類250mメッシュマップ_2020年更新版,地下構造関連,防災科学技術研究所,地形・地盤分類250mメッシュマップ (2020年更新版),全国を一律に250mメッシュ単位で整備された地形分類に基づく表層地盤増幅率データベースを公開しています。,https://www.j-shis.bosai.go.jp/labs/wm2020/,,,,,,static_spatial,mesh,static_only,データ詳細,81
防災科学技術研究所_日本列島下の三次元地震波速度構造,地下構造関連,防災科学技術研究所,日本列島下の三次元地震波速度構造,日本列島全域における3次元地震波速度構造の標準的モデルを公開いたします。,http://www.hinet.bosai.go.jp/topics/sokudo_kozo/,,,,,,static_spatial,national,static_only,データ詳細,82
産業技術総合研究所_地下構造可視化システム,地下構造関連,産業技術総合研究所,地下構造可視化システム,産業技術総合研究所地質調査総合センターが開発した、日本の活断層の地下構造として3次元的な物性値 (現時点では弾性波速度のみ) の分布を見るためのシステムです。地殻や上部マントルを概観するような規模の物性値構造と様々な地質情報とを併せて表示できます。,https://gbank.gsj.jp/subsurface/,,,,,,static_spatial,polygon,static_only,データ詳細,83
産業技術総合研究所_海域地質構造データベース,地下構造関連,産業技術総合研究所,海域地質構造データベース,産業技術総合研究所地質調査総合センターが開発した、日本の活断層の地下構造として3次元的な物性値 (現時点では弾性波速度のみ) の分布を見るためのシステムです。地殻や上部マントルを概観するような規模の物性値構造と様々な地質情報とを併せて表示できます。,https://gbank.gsj.jp/marineseisdb/,,,,,,static_spatial,polygon,static_only,データ詳細,84
海上保安庁_プレート境界域の精密海底地形図,地下構造関連,海上保安庁,プレート境界域の精密海底地形図,日本周辺のプレート境界付近の海底地形を立体的に図示しています。,http://www1.kaiho.mlit.go.jp/jishin/sokuryo/sokuryo.html,,,,,,static_spatial,national,static_only,データ詳細,85
海洋研究開発機構_地殻構造探査データベースサイト,地下構造関連,海洋研究開発機構,地殻構造探査データベースサイト,マルチチャンネル反射法地震探査（MCS）データ、海底地震計（OBS）を用いた地震探査データ・自然地震観測データを公開しています。,https://www.jamstec.go.jp/jamstec-j/IFREE_center/,,,,,,static_spatial,unknown,static_only,データ詳細,86
海洋研究開発機構_JAMSTEC航海_潜航データ_サンプル探索システム,地下構造関連,海洋研究開発機構,JAMSTEC航海・潜航データ・サンプル探索システム,航海・潜航データ・サンプル探索システム（略称DARWIN）では海洋研究開発機構（JAMSTEC）の船舶・潜水船で得られたデータ、岩石サンプル、堆積物コアサンプルの情報を公開するとともに、関連するデータベースにリンクしています。,http://www.godac.jamstec.go.jp/coedo/j,,,,,,static_spatial,unknown,static_only,データ詳細,87
地震調査研究推進本部_交付金による地下構造調査_H7_16,地下構造関連,地震調査研究推進本部,交付金による地下構造調査（H7-16）,地震関係基礎調査交付金により、地方公共団体において行われた主要な堆積平野の地下構造調査結果をまとめて掲載しています。,https://www.jishin.go.jp/database/project_report/chousakansoku02kozo/,,,,,,static_spatial,unknown,static_only,データ詳細,88
地震調査研究推進本部_海域地下構造統合データベース,地下構造関連,地震調査研究推進本部,海域地下構造統合データベース,太平洋側の海域地下構造情報や研究成果等を検索できるシステムです,http://www.kozo.jishin.go.jp/,,,,,,static_spatial,unknown,static_only,データ詳細,89
内閣府_南海トラフの巨大地震モデル検討会において検討された震度分布_浸水域等に係るデータ提供について,地下構造関連,内閣府,南海トラフの巨大地震モデル検討会において検討された震度分布・浸水域等に係るデータ提供について,南海トラフの巨大地震モデル検討会において検討された強震断層モデルに係るデータ（地盤構造モデル等）を提供しています（申込制）。,http://www.bousai.go.jp/jishin/nankai/model/data_teikyou.html,,,,,,waveform,mesh,probe_only,データ詳細,90
内閣府_首都直下地震モデル検討会において検討された震度分布_浸水域等に係るデータ提供について,地下構造関連,内閣府,首都直下地震モデル検討会において検討された震度分布・浸水域等に係るデータ提供について,首都直下地震モデル検討会において検討された強震断層モデルに係るデータ（地盤構造モデル等）を提供しています（申込制）。,http://www.bousai.go.jp/kaigirep/chuobou/senmon/shutochokkajishinmodel/data_teikyou.html,,,,,,waveform,mesh,probe_only,データ詳細,91
